STT,MAQUANCHAR,TEN_QUANHUYEN,MA_TINH,CODE_TINH,TEN_DAY_DU,TINH_THANH,
609,TGGT,HUYỆN GÒ CÔNG TÂY,TIEN GIANG_TGG,TGG,HUYỆN GÒ CÔNG TÂY-TGGT,,
610,TGCB,HUYỆN CÁI BÈ,TIEN GIANG_TGG,TGG,HUYỆN CÁI BÈ-TGCB,,
611,TGGD,HUYỆN GÒ CÔNG ĐÔNG,TIEN GIANG_TGG,TGG,HUYỆN GÒ CÔNG ĐÔNG-TGGD,,
612,TGCT,HUYỆN CHÂU THÀNH,TIEN GIANG_TGG,TGG,HUYỆN CHÂU THÀNH-TGCT,,
613,TGTP,HUYỆN TÂN PHƯỚC,TIEN GIANG_TGG,TGG,HUYỆN TÂN PHƯỚC-TGTP,,
614,TGGC,THỊ XÃ GÒ CÔNG,TIEN GIANG_TGG,TGG,THỊ XÃ GÒ CÔNG-TGGC,,
615,TGCL,HUYỆN CAI LẬY,TIEN GIANG_TGG,TGG,HUYỆN CAI LẬY-TGCL,,
616,TGMT,THÀNH PHỐ MỸ THO,TIEN GIANG_TGG,TGG,THÀNH PHỐ MỸ THO-TGMT,,
669,TVTC,HUYỆN TRÀ CÚ,TRA VINH_TVH,TVH,HUYỆN TRÀ CÚ-TVTC,,
670,TVDH,HUYỆN DUYÊN HẢI,TRA VINH_TVH,TVH,HUYỆN DUYÊN HẢI-TVDH,,
671,TVCK,HUYỆN CẦU KÈ,TRA VINH_TVH,TVH,HUYỆN CẦU KÈ-TVCK,,
672,TVCL,HUYỆN CÀNG LONG,TRA VINH_TVH,TVH,HUYỆN CÀNG LONG-TVCL,,
673,TVCT,HUYỆN CHÂU THÀNH,TRA VINH_TVH,TVH,HUYỆN CHÂU THÀNH-TVCT,,
674,TVCG,HUYỆN CẦU NGANG,TRA VINH_TVH,TVH,HUYỆN CẦU NGANG-TVCG,,
675,TVTV,THỊ XÃ TRÀ VINH,TRA VINH_TVH,TVH,THỊ XÃ TRÀ VINH-TVTV,,
676,TVTN,HUYỆN TIỂU CẦN,TRA VINH_TVH,TVH,HUYỆN TIỂU CẦN-TVTN,,
662,TQTQ,THỊ XÃ TUYÊN QUANG,TUYEN QUANG_TQG,TQG,THỊ XÃ TUYÊN QUANG-TQTQ,,
663,TQYS,HUYỆN YÊN SƠN,TUYEN QUANG_TQG,TQG,HUYỆN YÊN SƠN-TQYS,,
664,TQSD,HUYỆN SƠN DƯƠNG,TUYEN QUANG_TQG,TQG,HUYỆN SƠN DƯƠNG-TQSD,,
665,TQCH,HUYỆN CHIÊM HÓA,TUYEN QUANG_TQG,TQG,HUYỆN CHIÊM HÓA-TQCH,,
666,TQNH,HUYỆN NÀ HANG,TUYEN QUANG_TQG,TQG,HUYỆN NÀ HANG-TQNH,,
667,TQLB,HUYỆN LÂM BÌNH,TUYEN QUANG_TQG,TQG,HUYỆN LÂM BÌNH-TQLB,,
668,TQHY,HUYỆN HÀM YÊN,TUYEN QUANG_TQG,TQG,HUYỆN HÀM YÊN-TQHY,,
677,VLBM,HUYỆN BÌNH MINH,VINH LONG_VLG,VLG,HUYỆN BÌNH MINH-VLBM,,
678,VLLH,HUYỆN LONG HỒ,VINH LONG_VLG,VLG,HUYỆN LONG HỒ-VLLH,,
679,VLBT,HUYỆN BÌNH TÂN,VINH LONG_VLG,VLG,HUYỆN BÌNH TÂN-VLBT,,
680,VLVM,HUYỆN VŨNG LIÊM,VINH LONG_VLG,VLG,HUYỆN VŨNG LIÊM-VLVM,,
681,VLTB,HUYỆN TAM BÌNH,VINH LONG_VLG,VLG,HUYỆN TAM BÌNH-VLTB,,
682,VLVL,THÀNH PHỐ VĨNH LONG,VINH LONG_VLG,VLG,THÀNH PHỐ VĨNH LONG-VLVL,,
683,VLTO,HUYỆN TRÀ ÔN,VINH LONG_VLG,VLG,HUYỆN TRÀ ÔN-VLTO,,
684,VLMT,HUYỆN MANG THÍT,VINH LONG_VLG,VLG,HUYỆN MANG THÍT-VLMT,,
685,VPYL,HUYÊN YÊN LẠC,VINH PHUC_VPC,VPC,HUYÊN YÊN LẠC-VPYL,,
686,VPTG,HUYỆN TAM DƯƠNG,VINH PHUC_VPC,VPC,HUYỆN TAM DƯƠNG-VPTG,,
687,VPBX,HUYỆN BÌNH XUYÊN,VINH PHUC_VPC,VPC,HUYỆN BÌNH XUYÊN-VPBX,,
688,VPSL,HUYỆN SÔNG LÔ,VINH PHUC_VPC,VPC,HUYỆN SÔNG LÔ-VPSL,,
689,VPPY,THỊ XÃ PHÚC YÊN,VINH PHUC_VPC,VPC,THỊ XÃ PHÚC YÊN-VPPY,,
690,VPVY,THÀNH PHỐ VĨNH YÊN,VINH PHUC_VPC,VPC,THÀNH PHỐ VĨNH YÊN-VPVY,,
691,VPTD,HUỴÊN TAM ĐẢO,VINH PHUC_VPC,VPC,HUỴÊN TAM ĐẢO-VPTD,,
692,VPVT,HUYỆN VĨNH TƯỜNG,VINH PHUC_VPC,VPC,HUYỆN VĨNH TƯỜNG-VPVT,,
693,VPLT,HUYỆN LẬP THẠCH,VINH PHUC_VPC,VPC,HUYỆN LẬP THẠCH-VPLT,,
703,YBVC,HUYỆN VĂN CHẤN,YEN BAI_YBN,YBN,HUYỆN VĂN CHẤN-YBVC,,
704,YBVY,HUYỆN VĂN YÊN,YEN BAI_YBN,YBN,HUYỆN VĂN YÊN-YBVY,,
705,YBYH,HUYỆN YÊN BÌNH,YEN BAI_YBN,YBN,HUYỆN YÊN BÌNH-YBYH,,
706,YBTT,HUYỆN TRẠM TẤU,YEN BAI_YBN,YBN,HUYỆN TRẠM TẤU-YBTT,,
707,YBLY,HUYỆN LỤC YÊN,YEN BAI_YBN,YBN,HUYỆN LỤC YÊN-YBLY,,
708,YBNL,THỊ XÃ NGHĨA LỘ,YEN BAI_YBN,YBN,THỊ XÃ NGHĨA LỘ-YBNL,,
709,YBMC,HUYỆN MÙ CĂNG CHẢI,YEN BAI_YBN,YBN,HUYỆN MÙ CĂNG CHẢI-YBMC,,
710,YBTY,HUYỆN TRẤN YÊN,YEN BAI_YBN,YBN,HUYỆN TRẤN YÊN-YBTY,,
711,YBYB,THÀNH PHỐ YÊN BÁI,YEN BAI_YBN,YBN,THÀNH PHỐ YÊN BÁI-YBYB,,
